521	 5.4000000000e+002	 9.99363e-001
522	 5.4100000000e+002	 9.99409e-001
523	 5.4200000000e+002	 9.99447e-001
524	 5.4300000000e+002	 9.99485e-001
525	 5.4400000000e+002	 9.99510e-001
526	 5.4500000000e+002	 9.99530e-001
527	 5.4600000000e+002	 9.99545e-001
528	 5.4700000000e+002	 9.99566e-001
529	 5.4800000000e+002	 9.99593e-001
530	 5.4900000000e+002	 9.99607e-001
531	 5.5000000000e+002	 9.99601e-001
532	 5.5100000000e+002	 9.99628e-001
533	 5.5200000000e+002	 9.99625e-001
534	 5.5300000000e+002	 9.99636e-001
535	 5.5400000000e+002	 9.99661e-001
536	 5.5500000000e+002	 9.99641e-001
537	 5.5600000000e+002	 9.99661e-001
538	 5.5700000000e+002	 9.99685e-001
539	 5.5800000000e+002	 9.99640e-001
540	 5.5900000000e+002	 9.99653e-001
541	 5.6000000000e+002	 9.99695e-001
542	 5.6100000000e+002	 9.99668e-001
543	 5.6200000000e+002	 9.99659e-001
544	 5.6300000000e+002	 9.99662e-001
545	 5.6400000000e+002	 9.99670e-001
546	 5.6500000000e+002	 9.99671e-001
547	 5.6600000000e+002	 9.99640e-001
548	 5.6700000000e+002	 9.99639e-001
549	 5.6800000000e+002	 9.99629e-001
550	 5.6900000000e+002	 9.99619e-001
551	 5.7000000000e+002	 9.99605e-001
552	 5.7100000000e+002	 9.99620e-001
553	 5.7200000000e+002	 9.99565e-001
554	 5.7300000000e+002	 9.99575e-001
555	 5.7400000000e+002	 9.99522e-001
556	 5.7500000000e+002	 9.99526e-001
557	 5.7600000000e+002	 9.99487e-001
558	 5.7700000000e+002	 9.99435e-001
559	 5.7800000000e+002	 9.99430e-001
560	 5.7900000000e+002	 9.99373e-001
561	 5.8000000000e+002	 9.99334e-001
562	 5.8100000000e+002	 9.99282e-001
563	 5.8200000000e+002	 9.99178e-001
564	 5.8300000000e+002	 9.99132e-001
565	 5.8400000000e+002	 9.99038e-001
566	 5.8500000000e+002	 9.98938e-001
567	 5.8600000000e+002	 9.98808e-001
568	 5.8700000000e+002	 9.98580e-001
569	 5.8800000000e+002	 9.98463e-001
570	 5.8900000000e+002	 9.98200e-001
571	 5.9000000000e+002	 9.98004e-001
572	 5.9100000000e+002	 9.97447e-001
573	 5.9200000000e+002	 9.97019e-001
574	 5.9300000000e+002	 9.96418e-001
575	 5.9400000000e+002	 9.95424e-001
576	 5.9500000000e+002	 9.94237e-001
577	 5.9600000000e+002	 9.92396e-001
578	 5.9700000000e+002	 9.90270e-001
579	 5.9800000000e+002	 9.86815e-001
580	 5.9900000000e+002	 9.82218e-001
581	 6.0000000000e+002	 9.76201e-001
582	 6.0100000000e+002	 9.74624e-001
583	 6.0200000000e+002	 9.72644e-001
584	 6.0300000000e+002	 9.76954e-001
585	 6.0400000000e+002	 9.81104e-001
586	 6.0500000000e+002	 9.85706e-001
587	 6.0600000000e+002	 9.88954e-001
588	 6.0700000000e+002	 9.90957e-001
589	 6.0800000000e+002	 9.93209e-001
590	 6.0900000000e+002	 9.94457e-001
